Question ID,Question Title,Difficulty Level,Similar Questions Text,Topic Tagged text
1473,Find the Longest Substring Containing Vowels in Even Counts,Medium,"Can Make Palindrome from Substring,Contiguous Array,Subarray Sum Equals K,Subarray Sums Divisible by K,Make Sum Divisible by P","Hash Table,String,Bit Manipulation,Prefix Sum"
1474,Longest ZigZag Path in a Binary Tree,Medium,"House Robber III,Binary Tree Maximum Path Sum,Binary Tree Cameras,Sum Root to Leaf Numbers,Binary Tree Upside Down","Dynamic Programming,Tree,Depth-First Search,Binary Tree"
1475,Maximum Sum BST in Binary Tree,Hard,"Binary Tree Maximum Path Sum,Binary Tree Cameras,House Robber III,Validate Binary Search Tree,Kth Smallest Element in a BST","Dynamic Programming,Tree,Depth-First Search,Binary Search Tree,Binary Tree"
1476,Count Negative Numbers in a Sorted Matrix,Easy,"Search a 2D Matrix,Search Insert Position,Find Smallest Letter Greater Than Target,Binary Search,Peak Index in a Mountain Array","Array,Binary Search,Matrix"
1477,Product of the Last K Numbers,Medium,"Moving Average from Data Stream,Design Front Middle Back Queue,Design a File Sharing System,Design Search Autocomplete System,Two Sum III - Data structure design","Array,Math,Design,Queue,Data Stream"
1478,Maximum Number of Events That Can Be Attended,Medium,"Maximum Number of Events That Can Be Attended II,Maximum Earnings From Taxi","Array,Greedy,Heap (Priority Queue)"
1479,Construct Target Array With Multiple Sums,Hard,"Employee Free Time,Find K Pairs with Smallest Sums,Process Tasks Using Servers,Remove Stones to Minimize the Total,Course Schedule III","Array,Heap (Priority Queue)"
1480,Movie Rating,Medium,"Nth Highest Salary,Department Highest Salary,Product Sales Analysis III,Project Employees III,Game Play Analysis III",Database
1481,Students With Invalid Departments,Easy,"Combine Two Tables,Employee Bonus,Product Sales Analysis I,Product Sales Analysis II,Project Employees I",Database
1482,How Many Numbers Are Smaller Than the Current Number,Easy,Count of Smaller Numbers After Self,"Array,Hash Table,Sorting,Counting"
1483,Rank Teams by Votes,Medium,Online Election,"Array,Hash Table,String,Sorting,Counting"
1484,Linked List in Binary Tree,Medium,"Populating Next Right Pointers in Each Node,Populating Next Right Pointers in Each Node II,Binary Tree Right Side View,Flatten Binary Tree to Linked List,Maximum Depth of Binary Tree","Linked List,Tree,Depth-First Search,Breadth-First Search,Binary Tree"
1485,Minimum Cost to Make at Least One Valid Path in a Grid,Hard,Minimum Weighted Subgraph With the Required Paths,"Array,Breadth-First Search,Graph,Heap (Priority Queue),Matrix,Shortest Path"
1486,Find the Distance Value Between Two Arrays,Easy,"Two Sum Less Than K,3Sum Smaller,Find K-th Smallest Pair Distance,Intersection of Two Arrays,Intersection of Two Arrays II","Array,Two Pointers,Binary Search,Sorting"
1487,Cinema Seat Allocation,Medium,"Count Words Obtained After Adding a Letter,Increasing Subsequences,Set Mismatch,Score After Flipping Matrix,Palindrome Permutation","Array,Hash Table,Greedy,Bit Manipulation"
1488,Sort Integers by The Power Value,Medium,"Remove Boxes,Climbing Stairs,N-th Tribonacci Number,Different Ways to Add Parentheses,Minimum One Bit Operations to Make Integers Zero","Dynamic Programming,Memoization,Sorting"
1489,Pizza With 3n Slices,Hard,"Minimum Difference in Sums After Removal of Elements,Course Schedule III,Maximum Performance of a Team,Minimum Cost to Connect Sticks,Maximum Number of Events That Can Be Attended","Array,Dynamic Programming,Greedy,Heap (Priority Queue)"
1490,Generate a String With Characters That Have Odd Counts,Easy,"Flip Game,Detect Capital,Longest Uncommon Subsequence I,Student Attendance Record I,To Lower Case",String
1491,Number of Times Binary String Is Prefix-Aligned,Medium,"Bulb Switcher,Bulb Switcher II",Array
1492,Time Needed to Inform All Employees,Medium,"Maximum Depth of Binary Tree,Binary Tree Maximum Path Sum","Tree,Depth-First Search,Breadth-First Search"
1493,Frog Position After T Seconds,Hard,"The Maze,Keys and Rooms,Serialize and Deserialize N-ary Tree,Find if Path Exists in Graph,Tree Diameter","Tree,Depth-First Search,Breadth-First Search,Graph"
1494,Activity Participants,Medium,"Nth Highest Salary,Department Highest Salary,Product Sales Analysis III,Project Employees III,Game Play Analysis III",Database
1495,Number of Trusted Contacts of a Customer,Medium,"Nth Highest Salary,Department Highest Salary,Product Sales Analysis III,Project Employees III,Game Play Analysis III",Database
1496,Lucky Numbers in a Matrix,Easy,"Valid Word Square,Toeplitz Matrix,Matrix Diagonal Sum,Determine Whether Matrix Can Be Obtained By Rotation,Check if Every Row and Column Contains All Numbers","Array,Matrix"
1497,Design a Stack With Increment Operation,Medium,"Min Stack,Asteroid Collision,Implement Stack using Queues,Implement Queue using Stacks,Encode and Decode Strings","Array,Stack,Design"
1498,Find a Corresponding Node of a Binary Tree in a Clone of That Tree,Medium,"Binary Tree Right Side View,Maximum Depth of Binary Tree,Minimum Depth of Binary Tree,Path Sum,Average of Levels in Binary Tree","Tree,Depth-First Search,Breadth-First Search,Binary Tree"
1499,Maximum Performance of a Team,Hard,Maximum Fruits Harvested After at Most K Steps,"Array,Greedy,Sorting,Heap (Priority Queue)"
1500,Count Largest Group,Easy,"Roman to Integer,Line Reflection,Number of Boomerangs,Two Sum,Find All Numbers Disappeared in an Array","Hash Table,Math"
1501,Circle and Rectangle Overlapping,Medium,"Rectangle Area,Rectangle Overlap,Largest Triangle Area,Erect the Fence,Erect the Fence II","Math,Geometry"
1502,Construct K Palindrome Strings,Medium,"Longest Palindrome by Concatenating Two Letter Words,Equal Sum Arrays With Minimum Number of Operations,Minimum Operations to Make the Array Alternating,Minimum Number of Steps to Make Two Strings Anagram,Sum of Beauty of All Substrings","Hash Table,String,Greedy,Counting"
1503,Reducing Dishes,Hard,"Non-overlapping Intervals,Maximum Length of Pair Chain,Maximum Height by Stacking Cuboids ,Jump Game V,Earliest Possible Day of Full Bloom","Array,Dynamic Programming,Greedy,Sorting"
1504,Get the Second Most Recent Activity,Hard,"Trips and Users,Median Employee Salary,Find Median Given Frequency of Numbers,Average Salary: Departments VS Company,Game Play Analysis V",Database
1505,Create Target Array in the Given Order,Easy,"Teemo Attacking,Robot Return to Origin,Sum of Digits of String After Convert,Divide a String Into Groups of Size k,Pour Water","Array,Simulation"
1507,Check if There is a Valid Path in a Grid,Medium,"Surrounded Regions,Number of Islands,Max Area of Island,Count Sub Islands,Last Day Where You Can Still Cross","Array,Depth-First Search,Breadth-First Search,Union Find,Matrix"
1508,Longest Happy Prefix,Hard,Sum of Scores of Built Strings,"String,Rolling Hash,String Matching,Hash Function"
1509,Replace Employee ID With The Unique Identifier,Easy,"Combine Two Tables,Employee Bonus,Product Sales Analysis I,Product Sales Analysis II,Project Employees I",Database
1510,Find Lucky Integer in an Array,Easy,"Count Number of Pairs With Absolute Difference K,Most Frequent Number Following Key In an Array,Kth Distinct String in an Array,Count Common Words With One Occurrence,Number of Good Pairs","Array,Hash Table,Counting"
1511,Count Number of Teams,Medium,"Number of Longest Increasing Subsequence,Find the Longest Valid Obstacle Course at Each Position,Range Sum Query - Mutable,Queue Reconstruction by Height,Unique Binary Search Trees","Array,Dynamic Programming,Binary Indexed Tree"
1512,Design Underground System,Medium,Design Bitset,"Hash Table,String,Design"
1513,Find All Good Strings,Hard,"Repeated String Match,Repeated Substring Pattern,Check If a Word Occurs As a Prefix of Any Word in a Sentence,Maximum Repeating Substring,Edit Distance","String,Dynamic Programming,String Matching"
1514,Minimum Value to Get Positive Step by Step Sum,Easy,"Find Pivot Index,Find the Middle Index in Array,Product of Array Except Self,Range Addition,Describe the Painting","Array,Prefix Sum"
1515,Find the Minimum Number of Fibonacci Numbers Whose Sum Is K,Medium,"Gas Station,Increasing Triplet Subsequence,Maximize the Topmost Element After K Moves,Maximum Number of Consecutive Values You Can Make,Maximum Number of People That Can Be Caught in Tag",Greedy
1516,The k-th Lexicographical String of All Happy Strings of Length n,Medium,"Restore IP Addresses,Additive Number,Split Array into Fibonacci Sequence,Find Unique Binary String,Combinations","String,Backtracking"
1517,Restore The Array,Hard,Number of Ways to Separate Numbers,"String,Dynamic Programming"
1518,Total Sales Amount by Year,Hard,"Trips and Users,Median Employee Salary,Find Median Given Frequency of Numbers,Average Salary: Departments VS Company,Game Play Analysis V",Database
1519,Minimum Subsequence in Non-Increasing Order,Easy,Count Hills and Valleys in an Array,"Array,Greedy,Sorting"
1520,Number of Steps to Reduce a Number in Binary Representation to One,Medium,Minimum Moves to Reach Target Score,"String,Bit Manipulation"
1522,Stone Game III,Hard,"Stone Game V,Stone Game VI,Stone Game VII,Stone Game VIII,Stone Game IX","Array,Math,Dynamic Programming,Game Theory"
1523,Capital Gain/Loss,Medium,"Nth Highest Salary,Department Highest Salary,Product Sales Analysis III,Project Employees III,Game Play Analysis III",Database
1524,String Matching in an Array,Easy,"Repeated Substring Pattern,Check If a Word Occurs As a Prefix of Any Word in a Sentence,Maximum Repeating Substring,Repeated String Match,Implement strStr()","String,String Matching"
1525,Queries on a Permutation With Key,Medium,"Find the Longest Valid Obstacle Course at Each Position,Range Sum Query - Mutable,Number of Longest Increasing Subsequence,Queue Reconstruction by Height,Range Sum Query 2D - Mutable","Array,Binary Indexed Tree,Simulation"
1526,HTML Entity Parser,Medium,"Group Shifted Strings,Find Duplicate File in System,Integer to Roman,Group Anagrams,Determine if Two Strings Are Close","Hash Table,String"
1527,Number of Ways to Paint N × 3 Grid,Hard,Painting a Grid With Three Different Colors,Dynamic Programming
1528,Kids With the Greatest Number of Candies,Easy,"Missing Ranges,Summary Ranges,Max Consecutive Ones,Longest Continuous Increasing Subsequence,1-bit and 2-bit Characters",Array
1529,Max Difference You Can Get From Changing an Integer,Medium,"Maximum Swap,Monotone Increasing Digits,Broken Calculator,Minimum Moves to Reach Target Score,Minimum Swaps to Make Strings Equal","Math,Greedy"
1530,Check If a String Can Break Another String,Medium,"Largest Number,Minimum Deletions to Make Character Frequencies Unique,Wiggle Sort,Minimum Number of Arrows to Burst Balloons,Campus Bikes","String,Greedy,Sorting"
1531,Number of Ways to Wear Different Hats to Each Other,Hard,The Number of Good Subsets,"Array,Dynamic Programming,Bit Manipulation,Bitmask"
1532,Reformat The String,Easy,"Flip Game,Detect Capital,Longest Uncommon Subsequence I,Student Attendance Record I,To Lower Case",String
1533,Display Table of Food Orders in a Restaurant,Medium,"Design Log Storage System,Exam Room,Sort Features by Popularity,Group Anagrams,Determine if Two Strings Are Close","Array,Hash Table,String,Sorting,Ordered Set"
1534,Minimum Number of Frogs Croaking,Medium,"Minimum Number of Steps to Make Two Strings Anagram,Sum of Beauty of All Substrings,Minimum Number of Steps to Make Two Strings Anagram II,Rank Teams by Votes,Ransom Note","String,Counting"
1535,Build Array Where You Can Find The Maximum Exactly K Comparisons,Hard,"Student Attendance Record II,Non-negative Integers without Consecutive Ones,Number of Ways to Paint N × 3 Grid,Painting a Grid With Three Different Colors,Best Time to Buy and Sell Stock III",Dynamic Programming
1536,Customers Who Bought Products A and B but Not C,Medium,"Nth Highest Salary,Department Highest Salary,Product Sales Analysis III,Project Employees III,Game Play Analysis III",Database
1537,Maximum Score After Splitting a String,Easy,"Flip Game,Detect Capital,Longest Uncommon Subsequence I,Student Attendance Record I,To Lower Case",String
1538,Maximum Points You Can Obtain from Cards,Medium,"Maximum Score from Performing Multiplication Operations,Removing Minimum and Maximum From Array","Array,Sliding Window,Prefix Sum"
1539,Diagonal Traverse II,Medium,"Single-Threaded CPU,Employee Free Time,Average Height of Buildings in Each Segment,Find K Pairs with Smallest Sums,Process Tasks Using Servers","Array,Sorting,Heap (Priority Queue)"
1541,Top Travellers,Easy,"Combine Two Tables,Employee Bonus,Product Sales Analysis I,Product Sales Analysis II,Project Employees I",Database
1542,Consecutive Characters,Easy,"Max Consecutive Ones,Check if an Array Is Consecutive,Count Number of Homogenous Substrings,Longest Substring of One Repeating Character",String
1543,Simplified Fractions,Medium,"Find Greatest Common Divisor of Array,Count Array Pairs Divisible by K,Ugly Number III,Replace Non-Coprime Numbers in Array,Add Digits","Math,String,Number Theory"
1544,Count Good Nodes in Binary Tree,Medium,"Binary Tree Right Side View,Maximum Depth of Binary Tree,Minimum Depth of Binary Tree,Path Sum,Average of Levels in Binary Tree","Tree,Depth-First Search,Breadth-First Search,Binary Tree"
1545,Form Largest Integer With Digits That Add up to Target,Hard,"Best Time to Buy and Sell Stock III,Best Time to Buy and Sell Stock IV,Paint House II,Burst Balloons,Frog Jump","Array,Dynamic Programming"
1546,Find the Quiet Students in All Exams,Hard,"Trips and Users,Median Employee Salary,Find Median Given Frequency of Numbers,Average Salary: Departments VS Company,Game Play Analysis V",Database
1547,Destination City,Easy,"Isomorphic Strings,Word Pattern,Buddy Strings,Uncommon Words from Two Sentences,Count Vowel Substrings of a String","Hash Table,String"
1548,Check If All 1's Are at Least Length K Places Away,Easy,"Missing Ranges,Summary Ranges,Max Consecutive Ones,Longest Continuous Increasing Subsequence,1-bit and 2-bit Characters",Array
1549,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,Medium,"Sliding Window Maximum,Max Value of Equation,Jump Game VI,Finding MK Average,Find K Pairs with Smallest Sums","Array,Queue,Sliding Window,Heap (Priority Queue),Ordered Set,Monotonic Queue"
1550,Find the Kth Smallest Sum of a Matrix With Sorted Rows,Hard,"K-th Smallest Prime Fraction,Kth Smallest Element in a Sorted Matrix,Trapping Rain Water II,Employee Free Time,K Highest Ranked Items Within a Price Range","Array,Binary Search,Heap (Priority Queue),Matrix"
1551,NPV Queries,Easy,"Combine Two Tables,Employee Bonus,Product Sales Analysis I,Product Sales Analysis II,Project Employees I",Database
1552,Build an Array With Stack Operations,Easy,"Baseball Game,Number of Students Unable to Eat Lunch,Teemo Attacking,Backspace String Compare,Robot Return to Origin","Array,Stack,Simulation"
